id,archive_by_user,city,created_at,desc,image_count,mileage,platform,price,title,type,year
56083,False,Tehran,Wednesday 04AM,بسیار تمیز و عالی یک ماه در خانه کارکرده بدون خط با گارانتی اصلی تخفیف هم داره فوری,1,NA,mobile,240000,huawey y600 در حد نو,NA,NA
56282,True,Mashhad,Thursday 05AM,"نوکیا لومیا 1520 مشکی 6 اینچی
دوربین 20 مگاپیکسل پشتیبانی از فرمت raw
NFC, GPS, Bluetooth, FM Radio, 4G, Full HD$NUMK Video
چهار هسته ای 2.2GHz
ویندور 10 
32 گیگ حافظه 
لوازم کامل (کارتن، شارژر، هندزفری، محافظ ال سی دی، گارد)
بدون خط و خش کاملا تمیز و کم کار
تخفیف جزئی پای معامله",1,NA,web,1200000,گوشی لومیا 1520 درحد آک مشکی,NA,NA
56357,False,Kermanshah,Wednesday 06AM,"ایفون ٦ اس ٦٤ گیگ
فقط کمی بالای گوشی رنگش رفته
کمتر از ٥ ماهه ک خریدمش،
با تمام وسایل لطفا پیام بدین",2,NA,web,1850000,"iPhone 6s,64G",NA,NA
56394,False,Tabriz,Saturday 10AM,"کیف نیلکین و گلس نو...
بدون گارانتی کلا این مدل گارانتی ندارن
رنگ سفید...
فقط فروش...لطفا فقط پیام",1,NA,mobile,-1,الجی وی10دوسیم 64گیگ درحدصفر,NA,NA
56478,True,Karaj,Wednesday 04PM,"نو نو یک ماه کارکرده
بدون خط خش",3,NA,mobile,700000,گوشی ایسوز,NA,NA
56625,True,Tehran,Tuesday 07AM,"دوربین 8
حافظه ی داخلی 16
رنگ سفید 
بدون خط و خش 
در حد نو 
لوازم جانبی کامل 
با تشکر از سایت دیوار",1,NA,mobile,370000,سامسونگ s3  neo,NA,NA
56718,True,Shiraz,Tuesday 03PM,"برای مشخصات اسم رو سرچ کنین سوال نفرمائید.
با فاکتور دو سال گارانتی جعبه و همه چیز و کاملا سالم و نو.
تخفیف نداره حتی هزار تومان.",3,NA,mobile,500000,LG X POWER یک هفته کارکرد,NA,NA
56751,True,Tehran,Friday 02AM,گوشی ۱۶ گیگ و سیلور ، تمیز و بی نقص ، یه بغل (بالا سمت چپ) دور داره که با گذاشتن قاب کاملا ناپدید میشه ، سالم سالم,0,NA,mobile,600000,htc one max,NA,NA
56996,False,Kermanshah,Sunday 12PM,گوشیs6 32Gig سالم و بهشرط بسیار سالم,0,NA,mobile,1200000,گوشیs6 samsong 32 Gig درحد آک,NA,NA
57053,True,Isfahan,Friday 10AM,گوشی خوبیه همچیز سالم,2,NA,mobile,50000,نوکیا,NA,NA
57135,True,Isfahan,Tuesday 11PM,"گوشی سالمه سالم هست بدون کوچیکترین خط و خش و کلا دو ماهه کار کرده از روز اولم گلس و گارد روش بوده.
قیمت مقطوع چون هیچ عیب و ایرادی هم نداره و مهلت تست هم میدم فقط بخاطر خرید آیفون این قیمت زدم.
فقط پیام در تلگرام یا اس ام اس.",0,NA,mobile,1480000,گوشی موبایل سونی Z5 Perimium,NA,NA
57154,False,Tehran,Thursday 04PM,"دو سیم کارته
حافظه داخلی 16 گیگابایت
شبکه های ارتباطی 2G، 3G، 4G
دوربین 13.0 مگاپیکسل 
‏CPU$NUMبیت
ساپورت رم تا 32 گیگ
‏android 6 marshmallow
کاملا سالم و بدون خط و خش
تعویض ندارم.
",2,NA,mobile,510000,گوشى LG K10,NA,NA
57508,True,Isfahan,Friday 01PM,رنگ گلد.تمیز بدون خط وخش.۲۰۱۶ هست و دوسیم و فورجی.یکماه کارکرده.تخفیف جزعی ب خریدار داده میشه .۷۵۰ نمیدم پیام الکی ندین.,0,NA,mobile,790000,جی سون۲۰۱۶,NA,NA
57534,True,Ahvaz,Thursday 02PM,شش ماه کار کرد کارایی عالی,1,NA,mobile,270000,گوشی جی ۷۳۰ تری جی,NA,NA
57658,True,Tehran,Saturday 12PM,"16 gig
جعبه و شارژر 
از دو ناحیه ضربه خورده
سالم",2,NA,mobile,800000,ایفون 5s,NA,NA
57937,True,Tehran,Thursday 08AM,تماس بگیرید بدون شارژ ه با هات راه میام تلگرام هستم بدون جعبه با تشکر از دیوار,1,NA,mobile,50000,گوشی در حدنو,NA,NA
57983,True,Shiraz,Thursday 01PM,"سالم به شرط اصلی و بدونه تعمییر 
قیمت مقطوع مقطوع 
یا معاوزه با هم رده
خط و خش داره اما کم تمام وسایل هم اورجینال",0,NA,mobile,1900000,6plus 128g gray LLA,NA,NA
58207,False,Shiraz,Monday 11PM,سلام گوشی به شرط نو و تمیز.هیچ مشکلی نداره.بدون کوچکترین ضربه.همه چیزش خوب هس.به شرط,0,NA,mobile,500000,SONY t2 تمیز به شرط نو,NA,NA
58214,True,Tabriz,Monday 06AM,"دوسیم.فورجی
حافظه۱۶گیگ رم ۲
دوربین عقب۱۳جلو۵
گوشی نو نو هستش تو عکسا هم معلومه.معاوضه هم فقط با j5(2016)واس۵اگه تمیز باشه مثل گوشی من.با تشکر از دیوار.یاحق",3,NA,mobile,770000,سامسونگa3(2016)صفر,NA,NA
58446,True,Tabriz,Friday 04PM,کاملاسالم صفحه تمام لمسی حساس سیستم عامل ویندوز با قابلیت نصب تمام برنامه های تلگرام اینستا ایمو و...کیفیت دوربین عالی و 8مگاپیکسلی و دوربین سلفی2لطفاsmsفقط2تا ضربه در درب پشتی گوشه داره که اصلا مهم نیست با تشکر از دیوار,2,NA,mobile,300000,نوکیا تمام لمسی ویندوز,NA,NA
58599,True,Shiraz,Monday 10AM,"‎فروش آیفون 6اس رزگلد 16 گیگ پارت نامبر آمریکا در حد آکبند بدون کوچکترین خط و خش دو ماه خریداری شده با نو فرقی نداره.
‎ هندسفری پلمپ همراه با بک کاور اورجینال",1,NA,mobile,1700000,آیفون ٦ اس در حد آکبند,NA,NA
58606,False,Qom,Friday 12AM,"توضیح ندارد
فقط پیام تلگرام
خواهشن زنگ نزنین",0,NA,mobile,-1,s3سفید تک سیم,NA,NA
58627,True,Karaj,Sunday 12PM,فوق العاده تمیز در حد واقعا نو بدونه خط و خش خودتون قضاوت کنید همینیه ک تو عکس میبینی Sms جواب نمیدم,4,NA,mobile,1800000,ایفون$NUMگیگ,NA,NA
58659,True,Karaj,Friday 08AM,تمیز در حد اک.لوازم کامل.رنگ مشکی.۱۶ گیگ.گارانتی اینتر.همراه با قاب و برچسب و یه رم۱۶ گیگ.قیمت مقطوع,0,NA,mobile,1100000,فروش A7 2016,NA,NA
58710,True,Shiraz,Monday 01PM,گوشی نو نو آندروید سالم سالم,2,NA,mobile,120000,گوشیvsun,NA,NA
58744,False,Tehran,Tuesday 11AM,با لوازم کامل به شرط فنی سالم فقط و فقط تماس,2,NA,mobile,3000000,گوشی موبایل one xl 32,NA,NA
59169,True,Karaj,Tuesday 10AM,"درحد بدون خطوخش خیلی تمیزو سالم 
قیمت مقطوع بدون تخفیف
3g هس
لوازم کامل خریدار واقعی تماس بگیره
با جی5  هم معاوضه دارم",0,NA,mobile,430000,نوت 2,NA,NA
59199,True,Tehran,Sunday 08AM,گوشی موبایل Apple رزگلد iPhone 6s با جعبه و لوازم کامل سالم و تمیز مدل LLA,1,NA,mobile,1650000,اپل 6s رزگلد 16g LLA,NA,NA
59338,False,Mashhad,Monday 11AM,بسیارتمیز است گوشی کاملا سالم ولی تنها ایرادی که دارد پایین صفحه سمت راست رویه گلس اصلی خطی افتاده است ولی ال سی دی سالم است فقط جایی که خط افتاده است لمسش ضعیفتر کار میکنه اگر مورد پسندتان قرارگرفت کم تر هم حساب میکنم عکسشو هم اگر خواستید از طریق تلگرام میفرستم.... در ضمن باتری و ال  سی دی تازه تعویض شده.... نو است اصلی,0,NA,mobile,300000,گوشی موبایل سونی اکسپریا Z1,NA,NA
59465,True,Kermanshah,Monday 01PM,"گوشی جز یه ترک ریز که روی قاب پشتش هست هیچ مشکلی نداره
باتریش سه روز شارژ نگه میداره 
کارتن و شارژر و هندزفری داره
ویندوزشم نسخه ی ۱۰ هستش آخرین ویرایش
همه ی نرم افزار هارو هم داره تلگرام اینستاگرام و شیرایت و .....",2,NA,mobile,210000,لومیا ۵۴۰ سالم,NA,NA
59516,True,Tehran,Friday 08AM,صحیح و سالم بدون هیچ گونه ایراد رنگ گلد ٦٤گیگ چندتا خط داره اطرافش فقط بخاطره همین این قیمت گذاشتم مقطوع میباشد .,3,NA,mobile,1600000,ایفون 6 64گیگ گلد,NA,NA
59529,True,Tabriz,Friday 03AM,"iPhone 5c. 16gb سفید دقیقا عین نو!
فول برنامه نصب شده، iOs10.0.2
با کارتن و لوازم کامل
لطفا تماس تلفنی",2,NA,mobile,590000,iPhone 5c. 16gb سفید دقیقا عین نو!,NA,NA
59555,True,Isfahan,Wednesday 10AM,"آلکاتل وان تاچ مینی
گوشی کاملا سالم 
ب دلیل خرید گوشی جدید اینو میفروشم بدون یک مشکل هرطوریم خاستین ببرین تست کنید 
فروشی و معاوضه با وسیله هم قیمت",3,NA,mobile,250000,گوشی فرانسوی,NA,NA
59838,True,Tehran,Sunday 03PM,"باسلام گوشی سالم سالم  یک سال هست دستمم با لوازم  کامل گلس قاب محافظ ومتعلاقات فقط  همن طور که تو عکس هم  معلوم پلاستیک پشتش  افتاده  که  من قاب  انداختم  تو دید نیست  
با هواوی  پی 8اینجور چیز ها معاوضه میکنم",3,NA,mobile,300000,گوشی سونی اطلی معاوض,NA,NA
59897,True,Mashhad,Saturday 12PM,"موقع پیام دادن بگین که در مورد کدوم مدل پیام میدین 
تعداد محدودی گوشی مایکروسافت و نوکیا (سری لومیا) آکبند واسه فروش موجوده
موجودی :
Microsoft Lumia 950 XL Dual sim : 1/640
Microsoft Lumia 950 Dual sim : 1//450
Microsoft Lumia 650 Dual sim 4G : 640
Microsoft Lumia 650 4G : 610
Microsoft Lumia 640 XL Dual sim 4G : 650
Microsoft Lumia 640 XL Dual sim 3G : 550
Microsoft Lumia 640 XL 4G : 600
Microsoft Lumia 540 Dual sim : 320
Microsoft Lumia 550 4G : 370
Microsoft Lumia 640 Dual sim : 450
Microsoft Lumia 640 4G : 450
Microsoft Lumia 532 Dual sim : 240
Nokia Lumia 930 4G : 1/060
Nokia Lumia 635 4G : 280
Nokia Lumia 630 Dual sim : 260
Nokia Lumia 530 Dual sim : 220
Nokia Lumia 520 : 210 
(جهت اطلاع از رنگهای موجود لطفا پیام بدین یا تماس بگیرین)
همه گوشیها آکبند و اصلی هستن
* قیمتها مقطوع *
در ضمن تعداد محدودی درب پشت اصلی , شارژر اصلی , هندزفری , گارد و گلس ، پاور بانک و شارژر وایرلس اصلی نوکیا برای اکثر مدلهای لومیا موجوده",4,NA,web,600000,فروش ویژه گوشیهای لومیا + لوازم جانبی,NA,NA
59920,False,Shiraz,Wednesday 01PM,یک ماه بیشتر کار نکرده... مدل$NUMدو سیمکارته و حافظه داخلی 16GB و مموری 32GB روش هست...شارژر و هنزفری اصل هم دارد.. خریدار واقعی تماس بگیرد لطفا..,3,NA,mobile,450000,گوشی موبایل سامسونگ J5,NA,NA
59939,True,Mashhad,Thursday 04PM,"Iphone 6S
آیفون ٦اس
٦٤گیگ
رنگه رزگلد
بدونه حتی یک خش یا خط
در حده آکه واقعی
گارانتی هم ٥ ماه داره هنوز و از معدود ایفون هایی هست که گارانتی داره
معاوضه با همه مدل دارم
مغازه هم ٢٠٥٠ میخره ازم،خواستین میبریم مغازه تا خیالتون راحت بشه واسه قیمتش..
خودم پایه معامله تخفیف میدم یکم",3,NA,mobile,2170000,معاوضه یا فروش آیفون ٦اس ٦٤گیگ در حد,NA,NA
59953,True,Qom,Friday 05AM,گوشی اصلی lla لوازم اصلی می تونید نشون بدید رنگ گلد 64 گیگ بی خط و خش معاوضه هم دارم فقط با گوشی های تمیز,3,NA,mobile,2160000,آیفون 6s plus 64 فوق تمیز,NA,NA
60033,False,Tehran,Friday 06PM,آیفون ٧ ١٢٨GB در ٥ رنگ,1,NA,mobile,4500000,آیفون ٧ ١٢٨GB,NA,NA
60100,True,Tehran,Monday 12PM,گوشی اپل ۴ اس ۶۴ گیگ سفید lla اصل اورجینال از اول دست خودم بود سالم,1,NA,mobile,500000,Iphone 4s 64 gig,NA,NA
60136,True,Mashhad,Monday 06AM,"سلام 
گوشی اکسپریا mini poro
تمیز و سالم 
معاوضه با گوشی هم دارم 
نوکیا ، لومیا ، سونی ، سامسونگ ، ...
مشخصات گوشی رو  هم میتونین تو دیجی کالا ببینید 
لطفا پیام بدین یا تلگرام",3,NA,mobile,149000,سونی اریکسون اکسپریا mini poro,NA,NA
60324,True,Tehran,Monday 01AM,در حد نو،کم کارکرد و بسیار سالم,2,NA,mobile,1150000,iphone 5s-lla-gold-16gb,NA,NA
60392,True,Qom,Friday 12PM,"سلام یه گوشی نوکیا مدل107کارکرده,سالم,تمیز به فروش میرسد,دوسیمکارت همزمان.رم خور,به همراه شارژر,تخفیف داره,ممنون از سایت دیوار.ناظر دیوار لطفا تایید کن.",0,NA,mobile,70000,گوشی نوکیا مدل107کارکرده,NA,NA
60481,True,Tehran,Monday 07AM,گوشی یک ماه خریدم تمیز و بی نقص گارانتی اصلی سامسونگ.  دو سیم رم خور,1,NA,mobile,1850000,گوشی موبایل سامسونگ s7,NA,NA
60575,False,Tabriz,Thursday 12AM,"سلام چهار عدد گوشی هستن که سفیده اکبنده وسونی اریکسونه فقط قیمت اون سیصدتومن و سامسونگ 60 تومن ونوکیا 70 تومن و M2.  دوسیمکارت 100 تومن. درصورت تماس اگه قادربه پاسخگوی نباشم پیام بفرستین . تشکر 


باتشکراز دیوار",3,NA,mobile,530000,سونی . سامسونگ.نوکیا وM2,NA,NA
60659,True,Tabriz,Saturday 03AM,گوشی گلکسی جی ۵ گلد بدون کوچکترین مشکلی ۲۰۱۵ هست ترجی هست معاوضه هم دارم با گوشی هایه سامسونگ فقط,0,NA,mobile,450000,گوشی گلکسی جی ۵ گلد,NA,NA
60772,False,Karaj,Wednesday 08AM,فوقولاده خوش دست. بدون خط و خش  . کاملا سالم ب شرط . ۳ ماه کارکرد . 4G. دو سیم . فکر کن نو میخری,4,NA,mobile,850000,GALAXY A7,NA,NA
60870,True,Ahvaz,Wednesday 01PM,"گوشی سونی z1 ضد آب با دروبین ۲۰ و اندروید آپدیت شده به ۵ با کارتون و سایر اقلام 
کاملا تمیز بدون خط و خش و به هیچ عنوان تعمیر نرفته !! به شرط 
صفحه نمایش فول اچ دی  پنچ اینچی و کیفیت خارق العاده 
 چهار هسته ای ۲.۲ اسنپ دراگون .
رم ۲
حافظه ۱۶ با قابلت ارتقا تا ۱۲۸ گیگ.",4,NA,mobile,620000,گوشی sony z1 : زد وان  4g  در حد آکد !!!,NA,NA
60930,True,Isfahan,Sunday 03PM,سلام این گوشی تمیز تمیز هست و اگه شما خط وخش و ضربه روش پیدا کردید این گوشی را همین طور مال خودتون. دیدنش که مشکل نداره شما فقط ببینید. با چندین گارد  .اگه بازم عکس میخوای تلگرام یک پیام بفرستید,4,NA,mobile,1800000,۱۶ گیگ مشکی 6s,NA,NA
60942,False,Mashhad,Sunday 04AM,گوشی هواوی G750 فوق العاده تمیز بدون حتی یه ذره خش یا نقطه که در تصویر مشاهده میکنید. .امکاناتش:  دوربین 13 مگاپیکسل . صفحه نمایش  5.5 اینچ  .با فیلمبرداری فول اچ دی . 8 هسته ای. 8 گیگ حافظه داخلی . تری جی . فقط فقط میخوام بفروشمش چون مدل بالاتر و فورجی میخوام بخرم  وگرنه هیچ وقت نمیفروختمش چون گوشیش فوق العاده خوبه نصبت به قیمتش .اگر گوشی تمیز و فورجی داشتید در تلگرام عکسشو و مشخصاتشو بفرستید  پیام جوابگو نیستم فقط تماس بگیرید .ممنون از سایت دیوار .,2,NA,mobile,420000,گوشی خوب و به قیمت میخواین حتما بخونید,NA,NA
60993,True,Tabriz,Friday 05AM,"سلام 
این گوشی نوکیا ان 90 رو من سال 84 خریدم از همان روز اول که خریدم خیلی دوستش داشتم دو سه روز استفاده کردم گزاشتم کمد تا الان اک اک مانده همه لوازم جانبی سالم ونو هست حتی سه فیش رابط تلوزیون هم دارمدوستانی علاقه دارن.زنگ لزنن ممنون متشکرم از زحمات دیوار",5,NA,mobile,450000,نوکیاان 90 اک,NA,NA
61033,True,Karaj,Saturday 09PM,"گوشی هواوی G700سفید،دوربین جلو و دوربین عقب 8فول اچ،دو سیمکارت، اندروید4.4 صفحه نمایش 5اینچ اچ دی بدون خط وخش با کارتن و شارژر و هندزفری و قاب ژله ای 
با مهلت تست",3,NA,mobile,330000,هواوی G700سالم و ب شرط,NA,NA
61046,True,Mashhad,Friday 12PM,حافظه32،دوربین13،هشت هسته ای,1,NA,mobile,800000,Note3,NA,NA
61423,True,Qom,Sunday 04AM,گوشی مشکی تر و تمیز با قاب,0,NA,mobile,260000,گوشی همراه g610,NA,NA
61625,True,Isfahan,Wednesday 05AM,باسلام.دوتاگوشی سامسونگ s7(adgeplus)رنگ گلدوA7(2016)رنگ مشکی.ساخت ویتنام .درجه1. بسیارباکیفیت وازنظرکیفیت ساخت بدنه وامکانات بااصلی مونمیزنه. دارای حسگراثرانگشت واندرویید A7.۶اک میباشد.وs7یک هفته کارکرده وفقط قسمت بالاگوشه.سمت چپش ترک خورده که توشارژبودازبالاافتادولی بشرط کاملاسالمه.عزیزان فقط تماس بگیریدومشتری واقعی تماس بگیره.لطفا.اگه تکی بخواهیدهرکدوم۷۵۰.,0,NA,mobile,1500000,دوتاگوشی s7plusوA7(2016),NA,NA
61643,True,Tehran,Sunday 10AM,"‎با سلام 
‎١٦ گیگ / ال ال اى / ios 10
٢٠٠پول قاب لاکچرى اورجینالشو دادم 
یه قاب ژله اى گریفین
‎گوشى بدونه حتى یه نقطه تمیززززز تمیزززز 
‎فقط تاچ آی دی کار نمیکنه
 لوازم کامل ‎بقیه چیزها سالم 
‎مهلت تست میدم 
‎خریدار واقعه اى فقط تماس 
‎معاوضه دارم مشخصات گوشیتونو کامل برام بفرسین خواهشا پیشنهاد پرت ندین جواب نمیدم 

‎با تشکر از دیوار",2,NA,mobile,800000,5s 16 (حتما بخوانید),NA,NA
61735,True,Qom,Sunday 02PM,دو تا گوشی فور اس دارم یکی 16 گیگ با لوازم اصلی و استفاده نشده قیمت$NUMتومن و دیگری 32 گیگ یکبار سوکت شارژرش تعمیر شده لوازم کامل اونم$NUMتومن.خرید هر دو گوشی با هم تخفیف دارد با تبلت و نوت 4 هم معاوضه میکنم,2,NA,mobile,-1,دو عدد گوشی آیفون فور اس,NA,NA
61956,False,Tehran,Thursday 02PM,"با سلام گوشی گلگسی کور پریم 6 ماه دستم بوده گوشی کاملا سالمه فقط ی زدگی پایین قا بشه ب خریدار واقعیه تخفیف میدم
.",3,NA,mobile,230000,گلگسی کور پریمه,NA,NA
62027,False,Shiraz,Sunday 11AM,۶۴ گیگ.رزگلد.بدون کوچکترین خط و خش.فقط ۶ ماه استفاده شده.به همراه دو عدد کاور زیبا و شیک که قیمت هر کدام ۳۰۰۰۰تومان هست.هندزفریش تا حالا از تو جعبه در نیومده. محافظ دوربین هم داره گوشی کاملا تمیز می باشد . پشت و روش هم گلس هست.خط تلگرامم با این شماره هست$NUMعکس ها رو بخواید براتون می فرستم,0,NA,mobile,2100000,فروش آیفون6s,NA,NA
62070,True,Kermanshah,Friday 10AM,"با سلام
گوشی کاملا سالم و بدون کوچکترین خط و خش بوده و با نو هیچ فرقی ندارد وصرفا چون میخوام برم خدمت میفروشم.گوشی با سخت افزار فوق العاده قدرتمند و پرچمدار برند HTC است. مشخصات کاملش تو سایت دیجی کالا هست.
لطفا پیام نفرستید و تماس بگیرید.
ممنون از دیوار...",2,NA,mobile,1150000,HTC One M9 Plus,NA,NA
62159,False,Tehran,Monday 06AM,"سفید
با کلیه لوازم
تلگرام در خدمتم",1,NA,web,750000,گوشی سامسونگ S5 اصلی سفید,NA,NA
62169,True,Isfahan,Saturday 09AM,گوشی سالم فقط باتری مشکل داره,2,NA,mobile,75000,گوشی نوکیا N 72 تمیز و سالم,NA,NA
62207,True,Isfahan,Monday 11AM,گوشی خیلی تمیزه فقط یه زدگی کوچک یه گوشش داره. سالم به شرط,5,NA,mobile,200000,هوآوی g610 سفید,NA,NA
62220,True,Isfahan,Thursday 01PM,"گوشی بسیار تمیز و سالم  
تعمیر نر فته 
رنگ سفید 
تلفن 
$NUM",0,NA,mobile,300000,سامسونگ گرند 2,NA,NA
62239,True,Tehran,Monday 06PM,٤ماه کارکرده سالم بدون خط و خش -لوازم کامل و سالم-به همراه یک قاب نو چرمى,5,NA,mobile,2350000,Iphone 6s plus 64gig gray,NA,NA
62300,False,Mashhad,Tuesday 06AM,تاچ ال سی دیش شکسته قیمت گرفتم330تومنه چون که گوشی دیگه دارم همینجور مفروشمش با پیام درخدمت هستم باتشکرازناظرمحترم,2,NA,mobile,220000,سامسونگE7,NA,NA
62495,True,Kermanshah,Friday 06AM,گوشی به رنگ مشکی وکاملا سالم با وسایل کامل دارای رم16ودوربین13و5ورام2وسی پی یو8هسته ای وسنسور اثرانگشت قوی وبدنه فلزی گوشی رو یک هفتس خریدم ونایلون پشتش هنوز باز نشده چون گرفتار شدم مجبورم بفروشمش.,0,NA,mobile,650000,هواوی مدلhonor5 xدوسیم کارت4g,NA,NA
62505,True,Shiraz,Saturday 09PM,"microsoft 550
4G , Win 10 , ( zeose دوربین آلمانی)

برنامه قابل نصب روی گوشی:
واتساپ ، اینستا ، ایمو ، وایبر ، تلگرام ، زاپیا ، شریت ، هک ، پخش کننده صوتی و تصویری ، بازی های xbox و ....
فقط تماس تلفنی یا واتساپ : 7صبح الی 11 شب
فاقد هرگونه خط و خش (داخل تصویر کاملا واضح و مشخصه) به همراه بک کاور
تخفیف پای معامله
🌹🌹🌹🌹 ممنون از سایت دیوار تکرار ندارد لطفا تایید کنید.",4,NA,mobile,305000,گوشی 550 ماکروسافت microsoft550,NA,NA
62616,False,Tehran,Saturday 07PM,گوشی بسیار تمیز فقط پیام بدهید,0,NA,web,520000,گوشی موبایل مایکروسافت640xl,NA,NA
62642,False,Isfahan,Monday 04PM,samsung S3,0,NA,web,300000,گوشی موبایل samsung S3,NA,NA
62646,True,Ahvaz,Saturday 11AM,سالم تمیز باوسایل کامل,4,NA,mobile,450000,هوآویGR3 فورجی دوسیم گلدطلایی,NA,NA
62691,True,Tehran,Monday 10AM,"کامل تمیز بدون  بدون خط و خش ۳ ماه دستمه
یه گلس تمام صفحه انداختم روش به مبلغ ۲۰۰ تومن حتی بقل های گوشی هم گلس خورده دورتادور گوشی
فقط فروش",2,NA,mobile,1650000,سامسونگ s7,NA,NA
62795,True,Ahvaz,Sunday 06AM,گوشی از اول دست خودم بوده مشکل خاصی ندارد تخیفیف جزعی پای معامله,2,NA,mobile,330000,گوشی هواوی تری سی حافظه داخلی ۱۶,NA,NA
62929,False,Tehran,Wednesday 05PM,"گوشی کارکرده 
سالم در حد نو بدون خط و خش مدل ١٦ گیگ بایتی خاکستری هستش. فقط به پیام جواب میدم. حاضر به معاوضه با گوشی iphone 6 ام هستم.",2,NA,mobile,930000,Iphone 5s,NA,NA
62977,True,Ahvaz,Wednesday 12PM,"با سلام
گوشی 16 گیک رزگلد LLAآمریکا در حده آک آک 20روز کارکرد
قابل معاوضه با نوت5+500تومن سر
پیشنهاد در واتساپ و تلگرام",1,NA,web,1910000,آیفون 6s 16gigرزگلد,NA,NA
63039,True,Tehran,Friday 11AM,بدون هیچ خط و خش سالم ١ سالم خاموش بوده اصلا استفاد نشده،اصلا كار نكرد,2,NA,mobile,900000,صفر صفر كار نكرداپل 5s 16G LLA factery,NA,NA
63063,False,Tehran,Sunday 04AM,گوشیمو تازه خریدم یه هفتس همراه با کارتن و تمامی وسایلش گزاشتم واسه فروش و کاملا سالمه خودم سیکس اس۶۴گیگ دارم و دیگه گوشی 7 نمیخوام،فقط تماس جواب میدم فقط تماس بگیرید$NUM,0,NA,mobile,4650000,گوشی آیفون$NUMگیگ مشکی,NA,NA
63091,True,Tehran,Sunday 04AM,"یک عدد سونی اکسپریا زد تو فروجی مشکی برای اوراق موجوده
برد همراه با کارتن ( بدون تعمیر ) آپدیت شده به آخرین ورژن اندروید 6.0.1
فریم اصلی گوشی همراه با درپوش ها 
دوربین اصلی
باتری
درب پشت همراه با گلس
اسپیکر ها ، ویبره و ....

فقط تماس و تلگرام پاسخگو هستم
با چیزی هم معاوضه ندارم
sony xperia z2 d6503 black",1,NA,web,-1,z2 اوراقی 4G,NA,NA
63254,True,Shiraz,Wednesday 03PM,"64G
مشکی
کنارش خط داره
با مشتری واقعی راه میام",0,NA,mobile,2100000,ایفون s6,NA,NA
63362,True,Tehran,Monday 10AM,ایفون ٦٤ گیگ مشکی در حد نو بدون هیچ خط و خش خوردگی ای او اس ١٠ همان ٦s ولی کوچیکشو زدن,3,NA,mobile,1700000,iphone se 64gig,NA,NA
63372,True,Qom,Thursday 05AM,"دوربین 8، ضدآب و گردوغبار ip68.، باتری عالی 
همراه با شارژر فابریکی،قاب آیفیس سفیدرنگ با حاشیه مشکی و کارتون گوشی",2,NA,mobile,445000,M2آکوا,NA,NA
63422,True,Tehran,Friday 07AM,"xperia t2 ultra dual
دو سیم کارت
صفحه نمایش بزرگ 5.5 اینچ
مخصوص بازی های سنگین و فیلم
پشت و رو گوشی عین آکبند
اطرافش همونطور که تو عکس گزاشتم چند جاییش چسب های تزیینی دورش افتاده که باید بخرید و بچسبونید.ولی زیر بامپر اصلا معلوم نمیشه.
(مخصوص کسانی که میخواهند با هزینه کم گوشی صفحه بزرگ داشته باشند)
معاوضه فقط با a5. a7 . j7",4,NA,mobile,420000,سونیt2 (عالی),NA,NA
63504,True,Mashhad,Sunday 08PM,گوشی آیفون 6s در حد آک بدون نقطه,1,NA,mobile,2130000,گوشی آیفون 6s در حد آک,NA,NA
63680,True,Karaj,Saturday 11AM,بنده گوشیرو کمتر یک ماه خریداری کردم با. یک گارد مخصوص وگلس باسامسونگ اس۶هم تعویض وسر میدم,3,NA,mobile,650000,گوشی موبایل honor 5x,NA,NA
63743,False,Ahvaz,Saturday 08PM,گوشی کاملا نو چند ماه گوشی خریداری شده،بدون کوچکترین ایراد خط و خش ضربه هیچگونه ایرادی ندارد در صورت تمایل تلگرام پیام دهید.,0,NA,mobile,1800000,iphone 6s 16G,NA,NA
63785,True,Karaj,Wednesday 01PM,دوربین ۵..رم۱گیگ..حافظه داخلی هشت ...۳G معاوضه اچ تی سی,0,NA,mobile,280000,هواووی G730بسیار تمیز و سالم به شرط,NA,NA
63863,True,Tehran,Thursday 10AM,گوشی ۳۲ دو سیم با نو هیچ فرقی نمیکنه خریدار واقعی تماس بگیره,2,NA,mobile,2000000,اس هفت فلت نو نو دیدنی,NA,NA
63878,False,Tehran,Wednesday 06PM,گوشی سالمه و کار میکنه و حتی پیکسل سوخته نداره + چند قاب و کابل شارژ اضافه، ٤٥٠ هزینه تعمیر و ٢٠٠ تومن افت قیمت بخاطر تعمیر رو از قیمت سالم گوشی کم کردم که شد ١ میلیون و ٦٠٠، قیمت درسته پس تخفیف هم نداره، با جعبه و لوازم کامل,3,NA,mobile,1600000,آیفون ٦ پلاس ١٢٨ گیگابایت خاکستری(مشکی),NA,NA
63906,True,Ahvaz,Friday 10AM,"گوشی j7 مشکی 2016 در حد آگ  
فقط کمتر از دو ماه است دستم گرفتم 
معاوضه با گوشی اپل 5s یا 5 تمیز",0,NA,mobile,750000,گوشی J7سامسونگ جهت تعویض,NA,NA
63932,True,Tehran,Sunday 07PM,سیلور.در حد آک.گارانتی دارد.کمتر از دوماه کارکرده.,3,NA,mobile,1770000,سامسونگ اس ۷ ایج,NA,NA
63958,True,Tehran,Friday 05AM,"گوشی خیلی کم استفاده شده و سالم بشرط ...
چینی",1,NA,mobile,50000,نوکیا 225 دو سیمکارته با لوازم,NA,NA
